borrower_id,loan_amount,loan_date,business_type,business_location,years_in_business,repayment_history,mobile_money_activity_score
PEZ11001,10048.92,2020-04-18,tailoring,Kitale,2.1,late,56.3
PEZ11002,25335.84,2020-11-08,food_vendor,Kitale,2.1,on_time,33.0
PEZ11003,6943.95,2022-10-05,tailoring,Nyeri,2.0,on_time,54.9
PEZ11004,6192.44,2024-07-15,pharmacy,Nakuru,0.9,on_time,80.1
PEZ11005,8830.42,2020-08-31,hardware_store,Garissa,,on_time,76.0
PEZ11006,6045.35,2023-02-14,agro_dealer,Kitale,4.8,defaulted,31.1
PEZ11007,15058.36,2020-08-12,tailoring,Kisumu,4.7,on_time,10.3
PEZ11008,14734.27,2024-10-15,mobile_money_agent,Kitale,3.9,on_time,8.1
PEZ11009,33098.06,2023-10-17,salon_barber,Garissa,9.7,on_time,12.1
PEZ11010,9367.01,2021-12-15,electronics_repair,Eldoret,2.4,on_time,
PEZ11011,16904.6,2022-01-01,mobile_money_agent,Nairobi,2.9,on_time,79.6
PEZ11012,1396.81,2020-06-22,agro_dealer,Thika,5.9,on_time,64.1
PEZ11013,48984.1,2023-09-09,food_vendor,Eldoret,1.0,defaulted,49.9
PEZ11014,9051.84,2020-02-15,,Nyeri,7.8,on_time,72.0
PEZ11015,4154.15,2023-11-15,electronics_repair,Malindi,5.8,on_time,19.7
PEZ11016,2019.03,2021-09-05,transport,Thika,5.4,late,33.4
PEZ11017,12854.19,2024-10-07,electronics_repair,Malindi,1.3,late,59.2
PEZ11018,9124.14,2021-04-07,hardware_store,Nakuru,2.5,on_time,
PEZ11019,4865.28,2023-03-06,mobile_money_agent,Mombasa,3.8,on_time,89.1
PEZ11020,15505.4,2022-10-30,hardware_store,Kitale,2.3,on_time,43.8
PEZ11021,23266.69,2022-11-21,tailoring,Malindi,3.6,late,83.1
PEZ11022,500.0,2023-03-27,pharmacy,Garissa,2.7,on_time,
PEZ11023,60966.35,2023-07-30,pharmacy,Nakuru,5.4,late,62.1
PEZ11024,8892.2,2020-05-02,hardware_store,Nyeri,5.0,on_time,62.8
PEZ11025,8159.71,2021-09-06,hardware_store,Nakuru,1.0,on_time,65.3
PEZ11026,62078.57,2022-04-24,agro_dealer,Malindi,1.1,late,21.7
PEZ11027,1771.77,2020-08-20,tailoring,Eldoret,1.7,on_time,21.5
PEZ11028,13383.68,2022-06-12,salon_barber,Nakuru,,on_time,62.0
PEZ11029,1913.03,2021-07-22,,Nairobi,1.8,on_time,63.4
PEZ11030,5852.95,2020-04-23,hardware_store,Kisumu,0.7,on_time,
PEZ11031,9738.08,2022-01-14,food_vendor,Thika,4.3,on_time,33.7
PEZ11032,2840.54,2024-02-13,food_vendor,Malindi,3.0,late,39.8
PEZ11033,7443.83,2021-05-30,hardware_store,Mombasa,2.1,on_time,34.4
PEZ11034,2321.4,2023-04-11,pharmacy,Mombasa,2.4,on_time,54.3
PEZ11035,11515.01,2021-07-16,agro_dealer,Nakuru,6.5,late,55.4
PEZ11036,18513.06,2020-08-19,pharmacy,Malindi,1.4,on_time,26.0
PEZ11037,5887.05,2020-10-23,electronics_repair,Garissa,2.3,on_time,61.5
PEZ11038,5446.94,2023-05-25,,Kitale,5.7,on_time,92.1
PEZ11039,1507.6,2021-09-25,retail_shop,Nairobi,4.4,on_time,90.6
PEZ11040,19403.0,2022-03-15,electronics_repair,Mombasa,1.3,defaulted,49.6
PEZ11041,1657.34,2024-12-28,tailoring,Eldoret,0.8,late,54.9
PEZ11042,16739.33,2020-03-10,salon_barber,Kitale,2.1,on_time,65.3
PEZ11043,29261.88,2024-09-18,tailoring,Mombasa,3.2,on_time,94.8
PEZ11044,6981.73,2022-11-02,electronics_repair,Malindi,1.1,on_time,25.4
PEZ11045,3873.99,2023-11-24,food_vendor,Thika,0.9,on_time,70.1
PEZ11046,2486.7,2020-01-07,retail_shop,Nairobi,1.9,on_time,24.8
PEZ11047,9320.71,2022-11-23,agro_dealer,Nakuru,3.3,late,45.3
PEZ11048,6889.25,2024-02-14,salon_barber,Nyeri,9.3,on_time,46.3
PEZ11049,14028.35,2020-06-21,salon_barber,Eldoret,2.3,on_time,89.9
PEZ11050,1334.99,2021-04-04,agro_dealer,Thika,3.3,on_time,42.1
PEZ11051,9355.13,2022-08-05,retail_shop,Nairobi,0.6,on_time,57.6
PEZ11052,4326.69,2021-06-16,transport,Eldoret,6.3,on_time,38.8
PEZ11053,5597.58,2022-12-12,salon_barber,Mombasa,0.6,defaulted,84.4
PEZ11054,8970.99,2024-10-31,agro_dealer,Kitale,3.8,late,93.4
PEZ11055,16581.55,2021-03-17,tailoring,Eldoret,0.6,late,63.6
PEZ11056,2331.48,2021-06-20,tailoring,Nakuru,4.8,late,41.1
PEZ11057,7663.82,2020-06-24,transport,Nyeri,2.6,on_time,57.2
PEZ11058,837.57,2023-12-31,retail_shop,Kitale,4.3,on_time,24.2
PEZ11059,4854.6,2021-11-12,agro_dealer,Malindi,3.6,late,81.9
PEZ11060,1206.0,2023-05-10,transport,Kitale,0.6,on_time,77.6
PEZ11061,58360.63,2022-01-29,retail_shop,Nairobi,1.9,on_time,69.4
PEZ11062,4560.57,2021-11-25,salon_barber,Garissa,,on_time,4.0
PEZ11063,11662.2,2021-10-03,pharmacy,Kisumu,4.5,late,69.8
PEZ11064,18942.11,2022-05-30,retail_shop,Kisumu,9.1,late,6.3
PEZ11065,3445.39,2020-12-03,tailoring,Eldoret,2.8,late,9.7
PEZ11066,6824.78,2024-06-22,electronics_repair,Kitale,2.7,on_time,81.2
PEZ11067,9590.36,2020-11-30,pharmacy,Nairobi,0.6,on_time,81.8
PEZ11068,7572.53,2023-12-23,pharmacy,Malindi,13.1,on_time,44.6
PEZ11069,11255.02,2021-12-16,hardware_store,Kitale,1.9,late,88.3
PEZ11070,8545.95,2021-07-12,food_vendor,Nakuru,3.9,on_time,29.5
PEZ11071,3488.04,2021-01-04,,Nyeri,2.0,on_time,35.4
PEZ11072,52117.57,2021-08-05,agro_dealer,Mombasa,13.6,late,67.5
PEZ11073,10840.09,2020-02-29,food_vendor,Malindi,0.6,on_time,72.8
PEZ11074,15876.98,2023-05-01,food_vendor,Kitale,1.0,on_time,44.0
PEZ11075,2682.15,2024-02-07,retail_shop,Thika,2.1,on_time,65.8
PEZ11076,7636.03,2020-04-23,mobile_money_agent,Kisumu,1.1,late,
PEZ11077,15178.14,2024-04-27,food_vendor,Garissa,2.9,late,84.0
PEZ11078,23917.22,2023-08-18,agro_dealer,Mombasa,,on_time,90.3
PEZ11079,6775.15,2023-11-03,salon_barber,Mombasa,3.8,on_time,53.4
PEZ11080,11326.43,2022-07-01,mobile_money_agent,Kisumu,0.6,late,42.8
PEZ11081,27661.59,2022-01-24,agro_dealer,Kitale,0.7,on_time,62.4
PEZ11082,1553.69,2022-08-07,mobile_money_agent,Kisumu,2.9,on_time,85.1
PEZ11083,5002.33,2022-08-16,transport,Kisumu,3.3,late,72.4
PEZ11084,24359.18,2021-09-07,agro_dealer,Mombasa,2.5,late,66.6
PEZ11085,4753.18,2022-11-17,transport,Garissa,3.7,on_time,26.6
PEZ11086,1107.86,2021-06-02,food_vendor,Garissa,6.6,on_time,3.4
PEZ11087,8964.55,2022-08-05,,Eldoret,0.9,on_time,37.8
PEZ11088,2863.6,2021-10-04,salon_barber,Kisumu,5.4,on_time,
PEZ11089,9538.26,2024-11-19,mobile_money_agent,Kitale,6.4,on_time,33.6
PEZ11090,1611.58,2020-08-05,salon_barber,Nakuru,9.3,on_time,16.1
PEZ11091,17090.0,2022-07-31,,Garissa,,on_time,72.7
PEZ11092,10703.84,2023-11-15,agro_dealer,Nyeri,0.7,on_time,9.5
PEZ11093,5710.99,2023-11-26,agro_dealer,Eldoret,1.8,on_time,44.0
PEZ11094,8108.93,2023-07-06,transport,Nairobi,0.9,on_time,27.0
PEZ11095,9268.05,2020-08-26,hardware_store,Nakuru,5.2,on_time,68.1
PEZ11096,4780.57,2022-07-09,salon_barber,Kisumu,14.1,defaulted,25.9
PEZ11097,2121.64,2020-01-17,mobile_money_agent,Nakuru,9.2,late,87.9
PEZ11098,17947.15,2023-02-09,food_vendor,Malindi,2.6,on_time,35.3
PEZ11099,7268.55,2023-10-21,tailoring,Nairobi,0.9,on_time,24.1
PEZ11100,2436.73,2020-05-10,pharmacy,Nakuru,2.8,late,37.1
PEZ11101,8904.21,2022-07-07,tailoring,Malindi,8.0,on_time,47.0
PEZ11102,46451.02,2022-11-05,agro_dealer,Nairobi,3.9,on_time,25.7
PEZ11103,20717.28,2023-09-07,transport,Nyeri,1.1,on_time,45.8
PEZ11104,15369.95,2023-10-10,pharmacy,Kisumu,1.1,on_time,28.7
PEZ11105,1928.78,2024-03-14,electronics_repair,Kitale,1.1,late,9.6
PEZ11106,6709.56,2022-05-01,food_vendor,Kitale,2.3,late,22.5
PEZ11107,20031.6,2021-06-18,pharmacy,Eldoret,1.0,on_time,24.6
PEZ11108,7253.28,2021-11-22,electronics_repair,Kisumu,4.7,on_time,31.5
PEZ11109,5352.39,2021-11-27,agro_dealer,Mombasa,3.4,late,45.0
PEZ11110,4376.67,2024-11-24,electronics_repair,Nairobi,2.2,on_time,45.1
PEZ11111,16786.75,2022-07-25,hardware_store,Nyeri,3.2,on_time,20.7
PEZ11112,29608.81,2023-02-25,food_vendor,Mombasa,4.3,late,18.2
PEZ11113,2114.41,2020-11-17,retail_shop,Garissa,2.6,on_time,45.2
PEZ11114,47384.49,2022-01-14,tailoring,Kitale,6.6,late,80.1
PEZ11115,14816.22,2020-01-14,electronics_repair,Kisumu,3.1,on_time,55.4
PEZ11116,5759.99,2024-03-25,transport,Kitale,0.8,on_time,49.0
PEZ11117,46025.14,2024-05-31,agro_dealer,Thika,3.2,on_time,75.3
PEZ11118,8561.6,2024-10-11,transport,Kisumu,1.8,on_time,41.7
PEZ11119,4199.78,2022-11-25,hardware_store,Thika,4.8,on_time,69.6
PEZ11120,12069.63,2022-03-16,food_vendor,Mombasa,0.7,on_time,34.2
PEZ11121,7170.11,2023-09-14,retail_shop,Kisumu,1.0,on_time,42.2
PEZ11122,9702.18,2024-01-17,hardware_store,Eldoret,2.7,on_time,58.2
PEZ11123,1246.42,2023-12-05,electronics_repair,Thika,,on_time,41.4
PEZ11124,3782.44,2022-06-24,agro_dealer,Kitale,1.1,on_time,18.4
PEZ11125,19598.98,2022-03-09,electronics_repair,Malindi,2.2,on_time,73.6
PEZ11126,20957.61,2022-12-03,salon_barber,Garissa,7.2,on_time,81.6
PEZ11127,6292.31,2024-08-31,electronics_repair,Kisumu,,late,82.8
PEZ11128,8337.04,2023-07-08,tailoring,Malindi,2.6,on_time,18.5
PEZ11129,30565.14,2023-03-18,hardware_store,Thika,2.7,on_time,53.3
PEZ11130,19247.89,2024-01-03,retail_shop,Kitale,1.2,on_time,62.0
PEZ11131,3954.49,2023-03-19,hardware_store,Nyeri,8.8,on_time,52.9
PEZ11132,15387.01,2024-08-12,salon_barber,Malindi,0.8,on_time,52.0
PEZ11133,1165.14,2020-05-07,electronics_repair,Kitale,1.3,defaulted,24.2
PEZ11134,44851.27,2023-04-19,agro_dealer,Kisumu,1.9,on_time,71.4
PEZ11135,2115.14,2022-06-20,hardware_store,Garissa,9.2,on_time,92.8
PEZ11136,3168.6,2020-09-21,pharmacy,Malindi,6.8,on_time,15.6
PEZ11137,30201.05,2023-02-18,hardware_store,Garissa,1.9,on_time,36.0
PEZ11138,7971.94,2020-03-23,electronics_repair,Mombasa,3.4,on_time,69.5
PEZ11139,1344.81,2020-02-27,hardware_store,Kisumu,1.6,late,55.0
PEZ11140,2289.83,2021-08-03,salon_barber,Kisumu,1.3,late,9.3
PEZ11141,21459.12,2024-11-17,transport,Kisumu,0.5,late,20.1
PEZ11142,70244.64,2022-02-11,retail_shop,Malindi,3.7,on_time,89.6
PEZ11143,14195.11,2023-09-28,pharmacy,Nyeri,7.1,on_time,17.5
PEZ11144,5099.7,2022-04-18,pharmacy,Kisumu,1.6,on_time,32.4
PEZ11145,3925.43,2022-06-26,agro_dealer,Nakuru,6.2,on_time,15.7
PEZ11146,29273.47,2023-12-19,tailoring,Mombasa,5.4,on_time,40.3
PEZ11147,17883.87,2023-01-14,tailoring,Garissa,6.9,on_time,97.2
PEZ11148,2795.47,2020-02-08,mobile_money_agent,Nairobi,0.9,on_time,10.4
PEZ11149,12005.43,2023-12-16,food_vendor,Garissa,1.1,late,
PEZ11150,3497.98,2022-10-03,mobile_money_agent,Kitale,4.9,on_time,69.2
PEZ11151,17308.35,2021-06-10,retail_shop,Thika,2.6,late,6.7
PEZ11152,3015.76,2024-04-22,food_vendor,Mombasa,1.0,late,48.6
PEZ11153,62007.41,2021-10-28,food_vendor,Kisumu,8.6,on_time,65.9
PEZ11154,5506.56,2021-10-25,salon_barber,Nairobi,5.8,late,71.8
PEZ11155,2865.12,2023-05-07,tailoring,Malindi,3.2,late,57.8
PEZ11156,19944.48,2020-05-04,mobile_money_agent,Nakuru,7.6,late,43.5
PEZ11157,15829.37,2024-12-19,,Kitale,1.2,on_time,80.1
PEZ11158,21757.96,2023-08-27,retail_shop,Eldoret,2.3,on_time,53.6
PEZ11159,19553.61,2024-05-22,salon_barber,Eldoret,1.5,on_time,41.7
PEZ11160,10781.16,2023-02-10,salon_barber,Thika,0.8,on_time,60.9
PEZ11161,64458.62,2020-12-08,pharmacy,Nairobi,,late,81.1
PEZ11162,38014.89,2022-02-17,retail_shop,Nairobi,1.3,on_time,36.3
PEZ11163,1946.69,2023-02-27,electronics_repair,Nakuru,2.3,on_time,33.7
PEZ11164,1724.3,2021-07-26,food_vendor,Eldoret,2.1,on_time,37.8
PEZ11165,6124.64,2021-12-02,agro_dealer,Nakuru,1.8,on_time,15.2
PEZ11166,49394.3,2023-05-12,tailoring,Kitale,6.3,late,48.7
PEZ11167,7219.78,2020-01-09,electronics_repair,Nairobi,4.2,on_time,55.6
PEZ11168,5751.95,2023-01-07,retail_shop,Kisumu,2.9,on_time,17.3
PEZ11169,20090.44,2020-09-09,food_vendor,Mombasa,2.3,on_time,4.8
PEZ11170,26438.97,2023-11-28,electronics_repair,Malindi,1.4,on_time,90.5
PEZ11171,12036.94,2020-02-10,retail_shop,Mombasa,1.6,late,52.0
PEZ11172,6270.41,2021-03-28,tailoring,Thika,4.4,on_time,80.8
PEZ11173,12564.97,2023-05-26,transport,Kitale,3.1,on_time,
PEZ11174,3070.56,2023-03-11,transport,Nairobi,4.6,on_time,26.5
PEZ11175,4794.32,2023-05-19,hardware_store,Kitale,1.5,on_time,84.2
PEZ11176,16943.27,2023-03-13,mobile_money_agent,Kisumu,1.5,late,27.0
PEZ11177,2885.69,2023-11-20,transport,Garissa,3.3,defaulted,17.1
PEZ11178,21291.02,2023-08-05,hardware_store,Nyeri,2.0,on_time,41.3
PEZ11179,14018.4,2022-08-13,retail_shop,Thika,1.9,on_time,74.8
PEZ11180,6528.26,2022-05-10,pharmacy,Thika,2.8,defaulted,
PEZ11181,6975.08,2024-07-12,hardware_store,Kitale,2.5,on_time,37.6
PEZ11182,21091.45,2020-12-02,retail_shop,Nakuru,2.2,late,68.8
PEZ11183,4467.47,2020-02-19,,Eldoret,1.5,on_time,27.3
PEZ11184,4818.53,2024-08-31,mobile_money_agent,Thika,2.7,on_time,71.0
PEZ11185,1507.37,2022-06-17,retail_shop,Thika,1.6,on_time,16.7
PEZ11186,4609.55,2021-10-03,food_vendor,Kitale,1.1,defaulted,64.1
PEZ11187,5749.9,2022-06-03,food_vendor,Kisumu,0.7,on_time,49.1
PEZ11188,2602.56,2020-07-15,food_vendor,Mombasa,0.5,late,4.8
PEZ11189,17212.73,2022-02-25,mobile_money_agent,Malindi,4.5,defaulted,33.1
PEZ11190,33098.33,2024-05-22,pharmacy,Malindi,1.8,on_time,74.5
PEZ11191,12472.73,2023-12-31,retail_shop,Kitale,3.2,defaulted,20.8
PEZ11192,1415.78,2021-06-08,food_vendor,Nyeri,3.5,on_time,73.5
PEZ11193,9658.29,2020-03-31,electronics_repair,Malindi,3.8,late,20.1
PEZ11194,8512.79,2021-09-29,retail_shop,Kisumu,8.1,on_time,8.9
PEZ11195,4039.92,2022-01-25,mobile_money_agent,Garissa,5.2,on_time,43.7
PEZ11196,14617.94,2024-09-06,retail_shop,Garissa,5.6,on_time,92.0
PEZ11197,1971.37,2024-05-27,hardware_store,Nairobi,4.6,on_time,97.0
PEZ11198,13375.38,2023-11-19,food_vendor,Thika,1.7,on_time,91.8
PEZ11199,4184.35,2020-08-02,electronics_repair,Nyeri,4.0,on_time,39.9
PEZ11200,19505.54,2022-08-13,pharmacy,Nairobi,3.4,on_time,44.3
PEZ11201,4954.85,2024-02-24,mobile_money_agent,Nakuru,1.2,on_time,38.4
PEZ11202,38812.95,2022-01-02,,Nakuru,2.1,defaulted,91.3
PEZ11203,3041.67,2024-04-16,retail_shop,Garissa,6.6,on_time,53.3
PEZ11204,9150.64,2021-06-20,electronics_repair,Nairobi,2.2,late,64.1
PEZ11205,33469.92,2021-06-20,salon_barber,Thika,6.5,late,78.0
PEZ11206,2219.47,2021-11-24,food_vendor,Nairobi,2.4,on_time,67.2
PEZ11207,14655.27,2022-12-15,transport,Eldoret,2.4,late,41.3
PEZ11208,2035.64,2024-06-15,mobile_money_agent,Malindi,2.4,on_time,59.3
PEZ11209,8474.98,2023-07-26,transport,Nakuru,1.6,on_time,67.2
PEZ11210,5951.05,2020-10-31,transport,Nairobi,5.5,late,53.0
PEZ11211,2339.64,2023-04-11,electronics_repair,Nakuru,5.2,on_time,96.2
PEZ11212,13652.68,2020-12-08,pharmacy,Nakuru,3.1,on_time,32.5
PEZ11213,21354.99,2022-08-08,hardware_store,Malindi,1.1,on_time,30.3
PEZ11214,16107.93,2022-08-28,salon_barber,Thika,0.8,on_time,8.5
PEZ11215,9285.18,2021-03-25,tailoring,Nyeri,3.2,late,70.9
PEZ11216,1599.64,2023-03-16,transport,Kitale,2.8,on_time,61.2
PEZ11217,36853.82,2022-11-28,salon_barber,Thika,2.3,late,29.3
PEZ11218,3839.4,2022-08-15,electronics_repair,Nakuru,1.0,on_time,73.5
PEZ11219,6148.66,2022-06-23,agro_dealer,Malindi,0.9,defaulted,42.1
PEZ11220,1643.25,2022-11-16,transport,Eldoret,3.2,on_time,49.5
PEZ11221,2339.8,2020-03-19,hardware_store,Mombasa,3.6,defaulted,25.4
PEZ11222,23976.46,2024-04-22,hardware_store,Nakuru,4.0,on_time,32.4
PEZ11223,12918.89,2024-02-24,tailoring,Nakuru,4.1,on_time,63.0
PEZ11224,13156.76,2022-04-07,hardware_store,Eldoret,,on_time,53.2
PEZ11225,5181.15,2020-11-01,agro_dealer,Nyeri,16.8,on_time,
PEZ11226,10371.42,2024-05-28,agro_dealer,Nakuru,1.1,on_time,20.4
PEZ11227,6196.26,2021-01-19,hardware_store,Kitale,3.7,on_time,54.4
PEZ11228,4964.95,2023-03-28,agro_dealer,Malindi,2.7,on_time,44.6
PEZ11229,2665.7,2021-11-26,salon_barber,Eldoret,2.4,on_time,
PEZ11230,9692.56,2021-09-05,transport,Malindi,11.3,on_time,19.7
PEZ11231,7475.39,2021-11-07,electronics_repair,Nyeri,,late,55.6
PEZ11232,6276.39,2022-03-11,mobile_money_agent,Nyeri,6.1,on_time,83.6
PEZ11233,16819.33,2023-08-01,food_vendor,Garissa,2.8,on_time,57.1
PEZ11234,34879.51,2023-05-20,tailoring,Mombasa,0.6,on_time,50.6
PEZ11235,22790.75,2021-04-22,pharmacy,Nairobi,0.9,late,32.1
PEZ11236,8634.66,2024-10-26,tailoring,Garissa,3.7,late,37.6
PEZ11237,5064.53,2020-05-20,agro_dealer,Malindi,2.0,on_time,68.8
PEZ11238,11848.42,2022-08-30,agro_dealer,Nakuru,3.2,on_time,61.3
PEZ11239,7192.37,2022-07-28,salon_barber,Nyeri,3.7,on_time,32.2
PEZ11240,3654.17,2024-07-11,tailoring,Nakuru,,on_time,89.3
PEZ11241,7391.64,2020-03-21,transport,Garissa,6.4,on_time,63.8
PEZ11242,1797.07,2024-06-10,food_vendor,Eldoret,4.9,on_time,50.4
PEZ11243,8084.42,2023-06-19,tailoring,Malindi,6.7,late,27.4
PEZ11244,96111.68,2023-12-01,agro_dealer,Kitale,7.6,defaulted,24.8
PEZ11245,6857.94,2023-09-27,retail_shop,Nakuru,2.7,on_time,11.9
PEZ11246,2206.8,2022-01-25,food_vendor,Nakuru,2.1,late,16.6
PEZ11247,8189.73,2021-02-28,food_vendor,Mombasa,2.1,late,52.5
PEZ11248,16551.57,2022-02-19,hardware_store,Nairobi,6.2,on_time,55.8
PEZ11249,1601.97,2020-10-06,,Malindi,1.5,late,48.8
PEZ11250,3269.48,2022-06-15,electronics_repair,Kitale,5.5,late,12.2
PEZ11251,1018.51,2020-07-24,salon_barber,Kitale,5.8,defaulted,23.2
PEZ11252,4511.47,2020-01-23,salon_barber,Eldoret,0.8,on_time,21.5
PEZ11253,5068.86,2022-12-26,tailoring,Kisumu,1.3,on_time,6.3
PEZ11254,7418.62,2024-01-07,transport,Kitale,6.9,on_time,51.4
PEZ11255,8044.37,2022-02-11,food_vendor,Malindi,2.9,late,68.2
PEZ11256,5307.84,2020-01-30,transport,Nakuru,1.2,on_time,43.2
PEZ11257,1448.55,2024-09-06,electronics_repair,Nakuru,2.8,late,32.3
PEZ11258,2205.58,2023-07-07,salon_barber,Kisumu,,late,69.1
PEZ11259,3666.78,2021-03-13,transport,Nyeri,1.4,late,56.4
PEZ11260,44060.79,2021-03-11,food_vendor,Thika,3.1,defaulted,
PEZ11261,15081.96,2020-05-17,pharmacy,Nakuru,2.6,on_time,36.1
PEZ11262,16362.14,2023-01-03,transport,Malindi,3.8,late,69.0
PEZ11263,16498.84,2022-03-06,mobile_money_agent,Kisumu,2.6,on_time,71.9
PEZ11264,3523.92,2023-09-26,salon_barber,Thika,6.5,on_time,17.1
PEZ11265,43995.16,2023-08-04,pharmacy,Mombasa,4.6,on_time,57.7
PEZ11266,4133.23,2020-09-11,transport,Garissa,2.1,on_time,72.9
PEZ11267,5369.6,2022-02-06,tailoring,Nakuru,1.0,late,71.2
PEZ11268,8048.55,2024-01-25,pharmacy,Eldoret,1.7,late,67.2
PEZ11269,4778.04,2024-04-06,mobile_money_agent,Kitale,2.7,on_time,49.6
PEZ11270,7206.66,2021-04-14,retail_shop,Garissa,1.4,on_time,26.2
PEZ11271,5267.71,2021-05-23,electronics_repair,Thika,11.4,on_time,75.8
PEZ11272,500.0,2020-05-12,transport,Nyeri,3.7,on_time,72.7
PEZ11273,4933.1,2020-09-14,pharmacy,Mombasa,0.8,on_time,57.0
PEZ11274,8263.28,2020-06-09,food_vendor,Kisumu,2.1,late,88.9
PEZ11275,6081.51,2021-05-24,agro_dealer,Kitale,4.8,late,83.5
PEZ11276,5897.06,2022-09-12,tailoring,Eldoret,4.9,on_time,72.7
PEZ11277,22200.21,2024-02-14,food_vendor,Thika,6.1,on_time,88.8
PEZ11278,2139.62,2024-10-15,,Kisumu,1.8,on_time,6.5
PEZ11279,16170.2,2022-08-07,food_vendor,Eldoret,2.0,late,61.1
PEZ11280,9455.43,2024-01-04,tailoring,Kitale,0.6,late,37.0
PEZ11281,10199.11,2024-01-25,,Nakuru,3.1,on_time,31.5
PEZ11282,7861.62,2022-02-25,electronics_repair,Kitale,3.7,on_time,62.0
PEZ11283,9059.78,2020-09-11,pharmacy,Eldoret,2.5,defaulted,51.9
PEZ11284,44766.13,2024-03-19,agro_dealer,Nyeri,5.6,on_time,88.6
PEZ11285,2627.76,2022-02-28,electronics_repair,Garissa,3.6,late,65.8
PEZ11286,7621.82,2023-10-17,agro_dealer,Nakuru,1.2,on_time,
PEZ11287,6102.29,2023-05-18,retail_shop,Kisumu,5.5,late,52.7
PEZ11288,8074.73,2022-03-25,mobile_money_agent,Kisumu,,on_time,45.3
PEZ11289,8538.69,2021-06-01,mobile_money_agent,Mombasa,1.7,on_time,32.0
PEZ11290,30958.61,2022-04-22,tailoring,Garissa,4.7,late,28.9
PEZ11291,76414.01,2024-03-13,food_vendor,Mombasa,2.9,late,52.0
PEZ11292,105414.09,2020-07-17,transport,Malindi,5.8,on_time,
PEZ11293,7661.67,2022-02-06,food_vendor,Malindi,3.4,late,37.6
PEZ11294,40223.69,2024-07-25,salon_barber,Kisumu,1.3,on_time,37.1
PEZ11295,22107.91,2024-11-20,transport,Kisumu,0.8,late,31.0
PEZ11296,12786.2,2021-08-23,agro_dealer,Kitale,8.4,late,37.6
PEZ11297,1201.04,2022-09-20,,Malindi,1.3,late,11.5
PEZ11298,23322.62,2020-03-26,,Nairobi,1.7,on_time,57.4
PEZ11299,21677.75,2024-04-08,food_vendor,Nakuru,1.4,on_time,
PEZ11300,15771.33,2024-12-28,tailoring,Kitale,4.5,on_time,93.4
PEZ11301,26278.08,2020-04-27,electronics_repair,Thika,2.2,on_time,7.5
PEZ11302,8336.75,2024-09-06,electronics_repair,Thika,3.6,on_time,
PEZ11303,1242.99,2024-07-27,salon_barber,Nairobi,1.9,on_time,13.3
PEZ11304,9892.25,2023-09-14,transport,Thika,2.7,on_time,21.4
PEZ11305,1537.46,2022-01-07,transport,Nairobi,3.5,defaulted,43.0
PEZ11306,19518.9,2024-06-14,retail_shop,Thika,1.9,on_time,83.5
PEZ11307,1249.0,2024-10-21,food_vendor,Thika,2.5,on_time,90.1
PEZ11308,28208.69,2023-03-17,food_vendor,Malindi,4.2,on_time,33.7
PEZ11309,6014.14,2023-01-28,hardware_store,Nairobi,0.8,on_time,46.3
PEZ11310,8877.73,2021-05-13,pharmacy,Kisumu,0.6,on_time,11.0
PEZ11311,3962.98,2024-01-05,transport,Kisumu,5.6,on_time,37.4
PEZ11312,13729.29,2024-01-12,retail_shop,Kisumu,1.2,late,29.0
PEZ11313,5067.49,2023-07-21,tailoring,Kitale,2.6,on_time,18.6
PEZ11314,16342.73,2023-05-15,pharmacy,Mombasa,2.7,on_time,60.3
PEZ11315,3723.68,2023-08-08,food_vendor,Thika,4.3,on_time,62.1
PEZ11316,59208.48,2020-07-01,hardware_store,Malindi,0.9,late,86.8
PEZ11317,26541.4,2024-10-13,electronics_repair,Nyeri,2.5,on_time,24.9
PEZ11318,12266.48,2024-09-30,electronics_repair,Malindi,5.2,on_time,
PEZ11319,99458.45,2022-11-30,agro_dealer,Malindi,1.0,on_time,28.3
PEZ11320,65365.25,2020-10-23,mobile_money_agent,Nyeri,2.4,on_time,83.1
PEZ11321,13288.11,2023-09-24,tailoring,Nakuru,7.3,late,43.1
PEZ11322,58692.97,2024-10-02,retail_shop,Nyeri,4.2,late,27.5
PEZ11323,44361.84,2020-04-30,mobile_money_agent,Kitale,1.7,on_time,85.6
PEZ11324,1597.56,2023-12-05,electronics_repair,Kisumu,10.3,on_time,74.0
PEZ11325,8032.61,2024-10-03,retail_shop,Kisumu,2.9,on_time,34.2
PEZ11326,28623.04,2024-03-31,salon_barber,Nairobi,1.1,on_time,58.0
PEZ11327,10810.27,2023-12-06,agro_dealer,Malindi,1.9,on_time,55.6
PEZ11328,6713.64,2020-04-20,hardware_store,Malindi,1.4,on_time,48.3
PEZ11329,32131.99,2020-10-23,tailoring,Kitale,1.2,on_time,37.7
PEZ11330,21332.22,2024-10-19,transport,Nakuru,2.2,on_time,34.3
PEZ11331,12102.98,2022-05-24,mobile_money_agent,Mombasa,0.5,on_time,58.1
PEZ11332,66513.58,2022-11-21,salon_barber,Nairobi,4.5,defaulted,47.5
PEZ11333,3595.45,2020-08-31,electronics_repair,Nyeri,2.4,late,24.5
PEZ11334,5855.32,2022-02-07,transport,Malindi,5.2,on_time,61.2
PEZ11335,91692.22,2022-01-22,food_vendor,Kitale,1.7,on_time,34.0
